FlightPlanID,DronePortID,ETD,ETD_Seconds,OriginLat,OriginLon,DestinationLat,DestinationLon,DroneModel,EstimatedFlightTime,Ceiling
FP000208,DP2,05:37:53,20273,40.6269,-73.8745,40.70461947832621,-73.98580781117928,Long Range FWVTOL,9.570118022919715,400.0
FP000201,DP2,05:38:58,20338,40.6269,-73.8745,40.541659555585426,-73.94743876764099,Long Range FWVTOL,8.477892010635339,400.0
FP000191,DP1,05:41:30,20490,40.7251,-73.9422,40.69186972265623,-73.87044187195308,Heavy Quadcopter,12.15058873648491,200.0
FP000180,DP1,05:41:33,20493,40.7251,-73.9422,40.69346689379433,-73.84921269726358,Heavy Quadcopter,14.727251923633297,200.0
FP000204,DP2,05:42:52,20572,40.6269,-73.8745,40.606191972037145,-73.96696279608383,Long Range FWVTOL,6.102773965129841,400.0
FP000211,DP2,05:43:27,20607,40.6269,-73.8745,40.72573411492197,-73.76065806109978,Long Range FWVTOL,10.944445008113457,200.0
FP000177,DP1,05:43:43,20623,40.7251,-73.9422,40.655359363186165,-73.98173463025228,Heavy Quadcopter,14.470012243457072,400.0
FP000197,DP1,05:43:55,20635,40.7251,-73.9422,40.71114071394053,-73.983999897039,Heavy Quadcopter,6.599323254214264,400.0
FP000188,DP1,05:45:06,20706,40.7251,-73.9422,40.72851685812732,-73.84208857405503,Heavy Quadcopter,14.476484456441328,200.0
FP000223,DP3,05:45:59,20759,40.7246,-73.746,40.66013290296079,-73.87159880034257,Long Range FWVTOL,9.590589165934453,200.0
FP000182,DP1,05:46:10,20770,40.7251,-73.9422,40.67573954569922,-73.9771215529266,Heavy Quadcopter,10.677066822785326,400.0
FP000199,DP1,05:49:57,20997,40.7251,-73.9422,40.67373742017314,-73.92820173255983,Heavy Quadcopter,9.997541077000706,400.0
FP000176,DP1,05:50:09,21009,40.7251,-73.9422,40.722501019817884,-73.97926079216018,Light Quadcopter,4.704714112858456,400.0
FP000196,DP1,05:51:08,21068,40.7251,-73.9422,40.72499761192,-73.91125547418383,Light Quadcopter,3.9115328679539867,100.0
FP000179,DP1,05:51:26,21086,40.7251,-73.9422,40.698647815356345,-73.8788372009967,Heavy Quadcopter,10.45198137901891,200.0
FP000183,DP1,05:51:50,21110,40.7251,-73.9422,40.78062630427914,-73.94473476688003,Heavy Quadcopter,10.590743995216355,300.0
FP000174,DP1,05:51:58,21118,40.7251,-73.9422,40.640178394784016,-73.92950518497527,Heavy Quadcopter,16.29142750722615,400.0
FP000221,DP2,05:52:09,21129,40.6269,-73.8745,40.5418023020864,-73.77468615802745,Long Range FWVTOL,9.504162221588143,400.0
FP000185,DP1,05:53:52,21232,40.7251,-73.9422,40.66889470684218,-73.89025459515683,Heavy Quadcopter,13.082252353614967,400.0
FP000222,DP2,05:54:40,21280,40.6269,-73.8745,40.49713458115141,-73.83590047182405,Long Range FWVTOL,11.094819002379284,400.0
FP000198,DP1,05:57:38,21458,40.7251,-73.9422,40.72349524001981,-73.97873471198402,Light Quadcopter,4.625916784365368,400.0
FP000200,DP2,05:58:54,21534,40.6269,-73.8745,40.60924691827361,-73.86714798882426,Light Quadcopter,3.0880253069919523,300.0
FP000209,DP2,05:59:34,21574,40.6269,-73.8745,40.68595329597787,-73.85080548096322,Long Range FWVTOL,5.14792068770933,200.0
FP000237,DP1,06:00:26,21626,40.7251,-73.9422,40.687894243970966,-73.83613313312446,Heavy Quadcopter,16.888151979705334,200.0
FP000239,DP1,06:02:12,21732,40.7251,-73.9422,40.6998551704129,-73.85440825432158,Heavy Quadcopter,13.566993919467683,200.0
FP000249,DP1,06:02:50,21770,40.7251,-73.9422,40.79490738599855,-73.97941324142906,Heavy Quadcopter,14.350511146491831,400.0
FP000235,DP1,06:03:10,21790,40.7251,-73.9422,40.773401900942396,-73.92684794684793,Heavy Quadcopter,9.47044674788829,100.0
FP000256,DP2,06:03:29,21809,40.6269,-73.8745,40.65273237042376,-73.85321261238343,Heavy Quadcopter,5.807620230715229,50.0
FP000260,DP2,06:03:54,21834,40.6269,-73.8745,40.73736608872035,-73.87440513295375,Long Range FWVTOL,9.212453427610484,50.0
FP000229,DP1,06:04:39,21879,40.7251,-73.9422,40.66289522653348,-73.879245642437,Heavy Quadcopter,14.94609600416274,200.0
FP000243,DP1,06:05:34,21934,40.7251,-73.9422,40.70018008829281,-73.93227190730285,Light Quadcopter,4.341838935475378,200.0
FP000231,DP1,06:07:53,22073,40.7251,-73.9422,40.728335857992796,-73.84422319440594,Heavy Quadcopter,14.166917166851173,200.0
FP000242,DP1,06:09:41,22181,40.7251,-73.9422,40.720140706232094,-73.96050251453265,Light Quadcopter,2.4570091129738234,300.0
FP000258,DP2,06:10:31,22231,40.6269,-73.8745,40.54666120430538,-73.86576099662435,Long Range FWVTOL,6.71445993886582,400.0
FP000261,DP2,06:11:09,22269,40.6269,-73.8745,40.727688964193355,-73.87237511603297,Long Range FWVTOL,8.406490430552255,200.0
FP000266,DP2,06:11:15,22275,40.6269,-73.8745,40.57078163624417,-73.83536586183037,Long Range FWVTOL,5.295618290504562,400.0
FP000232,DP1,06:11:18,22278,40.7251,-73.9422,40.696815876970234,-73.94452267854787,Light Quadcopter,4.72670732478317,200.0
FP000247,DP1,06:11:43,22303,40.7251,-73.9422,40.686575053471444,-73.938243706252,Heavy Quadcopter,7.3658398884560565,200.0
FP000233,DP1,06:12:03,22323,40.7251,-73.9422,40.698142919230165,-73.846237673205,Heavy Quadcopter,14.787162378558607,200.0
FP000245,DP1,06:13:00,22380,40.7251,-73.9422,40.708546116835294,-74.02980903959792,Heavy Quadcopter,13.045060617976334,400.0
FP000238,DP1,06:13:09,22389,40.7251,-73.9422,40.69575598127884,-74.01176252109308,Heavy Quadcopter,11.502877368876332,400.0
FP000252,DP1,06:14:41,22481,40.7251,-73.9422,40.69166899121359,-74.03095224996716,Heavy Quadcopter,14.32050734622204,400.0
FP000257,DP2,06:15:41,22541,40.6269,-73.8745,40.54116399340129,-73.83292233651044,Long Range FWVTOL,7.619566191796203,400.0
FP000250,DP1,06:17:53,22673,40.7251,-73.9422,40.660160035966975,-73.99833673904527,Heavy Quadcopter,14.800849054383606,400.0
FP000265,DP2,06:18:20,22700,40.6269,-73.8745,40.65128445126912,-73.98825504311137,Long Range FWVTOL,7.480510133371766,400.0
FP000254,DP2,06:21:26,22886,40.6269,-73.8745,40.55637653907121,-73.85487468754249,Long Range FWVTOL,6.011270341054452,400.0
FP000259,DP2,06:21:56,22916,40.6269,-73.8745,40.68354489678042,-73.75204333371619,Long Range FWVTOL,9.074193218560271,200.0
FP000268,DP2,06:22:27,22947,40.6269,-73.8745,40.551266278906105,-73.94662669117317,Long Range FWVTOL,7.787839939977056,400.0
FP000225,DP1,06:22:43,22963,40.7251,-73.9422,40.67509753900558,-73.9672903680266,Heavy Quadcopter,10.197854135055124,400.0
FP000253,DP2,06:22:53,22973,40.6269,-73.8745,40.63703714893253,-73.70720516204946,Long Range FWVTOL,10.621793030658594,400.0
FP000246,DP1,06:24:17,23057,40.7251,-73.9422,40.67594600132231,-73.86411015012074,Heavy Quadcopter,14.66783338596648,400.0
FP000234,DP1,06:26:19,23179,40.7251,-73.9422,40.649962359667214,-73.99540697242479,Heavy Quadcopter,16.256903091463098,400.0
FP000240,DP1,06:26:43,23203,40.7251,-73.9422,40.73988468655499,-73.96854629055612,Light Quadcopter,4.143572406844895,400.0
FP000226,DP1,06:27:43,23263,40.7251,-73.9422,40.67861037358631,-73.8810107076401,Heavy Quadcopter,12.518907993591846,400.0
FP000271,DP2,06:28:25,23305,40.6269,-73.8745,40.62326648088605,-73.8485012537406,Light Quadcopter,3.346595419557151,50.0
FP000244,DP1,06:31:05,23465,40.7251,-73.9422,40.723116762678394,-74.05972217907824,Heavy Quadcopter,16.981832100069134,400.0
FP000228,DP1,06:32:10,23530,40.7251,-73.9422,40.684037682367034,-73.97959691044099,Heavy Quadcopter,9.511593157112648,400.0
FP000236,DP1,06:34:07,23647,40.7251,-73.9422,40.72982825364339,-73.9609209714334,Light Quadcopter,2.4942675738049385,300.0
FP000267,DP2,06:37:11,23831,40.6269,-73.8745,40.70632154660082,-73.98560207541084,Long Range FWVTOL,9.657276638446673,400.0
FP000224,DP1,06:37:19,23839,40.7251,-73.9422,40.66421122712311,-74.01345685851136,Heavy Quadcopter,15.516874221228129,400.0
FP000274,DP2,06:40:51,24051,40.6269,-73.8745,40.68761013423887,-73.8727028027423,Long Range FWVTOL,5.064270751614505,200.0
FP000275,DP2,06:42:46,24166,40.6269,-73.8745,40.50970281446342,-73.80111892475854,Long Range FWVTOL,10.823017082550605,400.0
FP000270,DP2,06:44:27,24267,40.6269,-73.8745,40.52400604273835,-73.94909765920599,Long Range FWVTOL,9.795980385373104,400.0
FP000263,DP2,06:44:33,24273,40.6269,-73.8745,40.736187207720754,-73.89760535737634,Long Range FWVTOL,9.230533915192023,50.0
FP000248,DP1,06:44:43,24283,40.7251,-73.9422,40.71471557122608,-73.94436959303522,Light Quadcopter,1.7536239053869813,200.0
FP000230,DP1,06:47:32,24452,40.7251,-73.9422,40.77461463767036,-73.9214075294398,Heavy Quadcopter,9.904559434498013,100.0
FP000273,DP2,06:47:40,24460,40.6269,-73.8745,40.61105907788173,-73.97637086891397,Long Range FWVTOL,6.582592307472179,400.0
FP000272,DP2,06:49:14,24554,40.6269,-73.8745,40.57906185463709,-73.91393442075729,Long Range FWVTOL,4.706455156663207,400.0
FP000262,DP2,06:49:43,24583,40.6269,-73.8745,40.554644066787276,-73.86866117708628,Long Range FWVTOL,6.037204300689433,400.0
FP000241,DP1,06:50:07,24607,40.7251,-73.9422,40.723205073185,-74.01907337167621,Heavy Quadcopter,11.111234942062609,400.0
FP000251,DP1,06:53:41,24821,40.7251,-73.9422,40.708999980639696,-74.03018796611714,Heavy Quadcopter,13.077573319924136,400.0
FP000276,DP3,06:55:30,24930,40.7246,-73.746,40.65176810204162,-73.71704099642534,Long Range FWVTOL,6.343962334999767,200.0
FP000255,DP2,06:55:35,24935,40.6269,-73.8745,40.5969577779862,-73.91353560384405,Heavy Quadcopter,8.030212595228887,400.0
FP000269,DP2,06:56:31,24991,40.6269,-73.8745,40.54557045057084,-73.77420330390495,Long Range FWVTOL,9.292622340139179,400.0
FP000227,DP1,06:56:43,25003,40.7251,-73.9422,40.77490962632791,-73.95038162118462,Heavy Quadcopter,9.567931794272555,400.0
FP000264,DP2,06:56:49,25009,40.6269,-73.8745,40.5706050822888,-73.81545153442197,Long Range FWVTOL,6.0017816282777225,400.0
FP000300,DP1,07:05:04,25504,40.7251,-73.9422,40.71326602273969,-73.89870474350464,Heavy Quadcopter,6.676550867646812,200.0
FP000290,DP1,07:10:07,25807,40.7251,-73.9422,40.6657227120121,-73.91409592555492,Heavy Quadcopter,12.02522672044186,400.0
FP000303,DP1,07:12:10,25930,40.7251,-73.9422,40.67733366717069,-74.01481982882108,Heavy Quadcopter,13.893859612491102,400.0
FP000314,DP2,07:12:15,25935,40.6269,-73.8745,40.627909823564444,-74.01758581583606,Long Range FWVTOL,9.05691741512146,400.0
FP000318,DP2,07:12:27,25947,40.6269,-73.8745,40.51310751688864,-73.91858378713586,Long Range FWVTOL,9.892236572890798,400.0
FP000285,DP1,07:13:32,26012,40.7251,-73.9422,40.6533395416667,-73.87576220655906,Heavy Quadcopter,16.713131152105333,200.0
FP000281,DP1,07:13:33,26013,40.7251,-73.9422,40.73048337781127,-73.93602839454817,Light Quadcopter,1.1894373261379876,100.0
FP000304,DP2,07:15:02,26102,40.6269,-73.8745,40.64746028176427,-73.72400532140122,Long Range FWVTOL,9.677186585337331,200.0
FP000313,DP2,07:15:04,26104,40.6269,-73.8745,40.54151590760449,-73.77874363277597,Long Range FWVTOL,9.353381678933019,400.0
FP000280,DP1,07:15:07,26107,40.7251,-73.9422,40.75944272544975,-73.933780902019,Heavy Quadcopter,6.658369680698489,100.0
FP000305,DP2,07:15:31,26131,40.6269,-73.8745,40.67291166931851,-73.7093229057295,Long Range FWVTOL,11.133409883797327,400.0
FP000293,DP1,07:16:24,26184,40.7251,-73.9422,40.74087948152114,-73.84868860412921,Heavy Quadcopter,13.838005624660621,100.0
FP000324,DP2,07:19:15,26355,40.6269,-73.8745,40.633887667231804,-73.95952398588364,Long Range FWVTOL,5.412759690307421,400.0
FP000325,DP2,07:19:43,26383,40.6269,-73.8745,40.67691095370333,-73.90368175350605,Long Range FWVTOL,4.5611388844999725,400.0
FP000323,DP2,07:19:53,26393,40.6269,-73.8745,40.70511500869474,-73.87217169536086,Long Range FWVTOL,6.524496707014592,200.0
FP000312,DP2,07:19:55,26395,40.6269,-73.8745,40.53997746642428,-73.85272617521484,Long Range FWVTOL,7.37902100289324,400.0
FP000283,DP1,07:21:53,26513,40.7251,-73.9422,40.7793168982754,-73.9580204388587,Heavy Quadcopter,10.584301263073593,400.0
FP000321,DP2,07:25:19,26719,40.6269,-73.8745,40.74571490169169,-73.95739814090646,Long Range FWVTOL,11.210031320954828,300.0
FP000288,DP1,07:26:52,26812,40.7251,-73.9422,40.66834128095265,-74.02956467831433,Heavy Quadcopter,16.62763393790892,400.0
FP000294,DP1,07:27:22,26842,40.7251,-73.9422,40.68050150510018,-73.94381097670883,Heavy Quadcopter,8.504546407151288,400.0
FP000277,DP1,07:28:13,26893,40.7251,-73.9422,40.69703095720007,-73.99655662900331,Heavy Quadcopter,9.503390329816664,400.0
FP000311,DP2,07:30:07,27007,40.6269,-73.8745,40.57851605753325,-74.00220475716746,Long Range FWVTOL,9.036845841253486,400.0
FP000295,DP1,07:31:25,27085,40.7251,-73.9422,40.73192196709364,-73.99734895157775,Heavy Quadcopter,8.071902006861587,400.0
FP000319,DP2,07:32:01,27121,40.6269,-73.8745,40.55722569082462,-73.93506795233303,Long Range FWVTOL,6.9623894457077,400.0
FP000289,DP1,07:32:56,27176,40.7251,-73.9422,40.684502496946585,-74.02996373101445,Heavy Quadcopter,14.856921149076081,400.0
FP000292,DP1,07:35:38,27338,40.7251,-73.9422,40.70408566069699,-73.90900393197725,Heavy Quadcopter,6.24903807801425,200.0
FP000308,DP2,07:36:01,27361,40.6269,-73.8745,40.62101467220549,-74.0273459714723,Long Range FWVTOL,9.687229759283852,400.0
FP000298,DP1,07:37:50,27470,40.7251,-73.9422,40.68291145996011,-73.97165099311059,Heavy Quadcopter,9.098668058192088,400.0
FP000316,DP2,07:37:53,27473,40.6269,-73.8745,40.61209241408508,-73.86821657036045,Light Quadcopter,2.5947456409674077,300.0
FP000284,DP1,07:38:34,27514,40.7251,-73.9422,40.646397311344806,-73.91952021929447,Heavy Quadcopter,15.356302292915046,400.0
FP000279,DP1,07:39:19,27559,40.7251,-73.9422,40.74585813437717,-74.05084883498193,Heavy Quadcopter,16.184239906468488,400.0
FP000310,DP2,07:42:48,27768,40.6269,-73.8745,40.581973395573755,-73.73110950526912,Long Range FWVTOL,9.821649226619803,400.0
FP000327,DP3,07:43:14,27794,40.7246,-73.746,40.851602068870235,-73.72146979704071,Long Range FWVTOL,10.704142982054185,400.0
FP000315,DP2,07:43:38,27818,40.6269,-73.8745,40.64590660246987,-73.93931917747624,Heavy Quadcopter,10.051945200890176,400.0
FP000291,DP1,07:43:56,27836,40.7251,-73.9422,40.711434783697584,-73.951089076866,Light Quadcopter,2.5412115909772273,400.0
FP000320,DP2,07:44:20,27860,40.6269,-73.8745,40.59090257334284,-73.91238856772651,Heavy Quadcopter,8.783367753635583,400.0
FP000307,DP2,07:44:22,27862,40.6269,-73.8745,40.65979219865153,-73.94077427266161,Long Range FWVTOL,5.011223219283678,400.0
FP000278,DP1,07:44:44,27884,40.7251,-73.9422,40.77856058916776,-73.98093546949055,Heavy Quadcopter,11.624834835897202,400.0
FP000286,DP1,07:45:30,27930,40.7251,-73.9422,40.676643680762005,-73.97577363749319,Heavy Quadcopter,10.433490763120158,400.0
FP000287,DP1,07:45:47,27947,40.7251,-73.9422,40.80102867060279,-73.97036317651943,Heavy Quadcopter,15.033836458309443,300.0
FP000309,DP2,07:46:12,27972,40.6269,-73.8745,40.59091220105389,-73.92476459423702,Heavy Quadcopter,9.99847975556262,400.0
FP000299,DP1,07:46:30,27990,40.7251,-73.9422,40.73529079019031,-74.05446897109124,Heavy Quadcopter,16.33317520488593,400.0
FP000302,DP1,07:46:48,28008,40.7251,-73.9422,40.6536257115226,-73.87159636826587,Heavy Quadcopter,17.02250561201212,200.0
FP000296,DP1,07:48:36,28116,40.7251,-73.9422,40.677902995624244,-73.91360646095485,Heavy Quadcopter,9.900240102875324,400.0
FP000297,DP1,07:50:26,28226,40.7251,-73.9422,40.70659778930609,-73.88151433582243,Heavy Quadcopter,9.450690209994193,200.0
FP000282,DP1,07:51:27,28287,40.7251,-73.9422,40.739669136995616,-73.88593543808909,Heavy Quadcopter,8.588547334738418,50.0
FP000326,DP2,07:51:52,28312,40.6269,-73.8745,40.5693514521274,-73.7615031945087,Long Range FWVTOL,8.615705666400503,400.0
FP000322,DP2,07:55:20,28520,40.6269,-73.8745,40.58996437032018,-73.79287409694308,Long Range FWVTOL,6.016283310165383,400.0
FP000301,DP1,07:55:45,28545,40.7251,-73.9422,40.67315733483054,-73.92294535747612,Heavy Quadcopter,10.284884816620346,400.0
FP000317,DP2,07:57:53,28673,40.6269,-73.8745,40.65930929847737,-73.97035994260797,Long Range FWVTOL,6.64087029432066,400.0
FP000306,DP2,07:58:18,28698,40.6269,-73.8745,40.65620637345169,-73.74321117522496,Long Range FWVTOL,8.660113007660494,50.0
FP000354,DP2,08:01:15,28875,40.6269,-73.8745,40.53127487978695,-73.78807465270862,Long Range FWVTOL,9.672835605790057,400.0
FP000372,DP2,08:01:34,28894,40.6269,-73.8745,40.69550134177524,-73.97321764497329,Long Range FWVTOL,8.46948875480429,400.0
FP000336,DP1,08:02:39,28959,40.7251,-73.9422,40.7417561770719,-73.84979066300919,Heavy Quadcopter,13.720290077822453,100.0
FP000356,DP2,08:05:36,29136,40.6269,-73.8745,40.68997725566708,-73.74992978344163,Long Range FWVTOL,9.475275488944852,200.0
FP000351,DP2,08:06:32,29192,40.6269,-73.8745,40.58319926306242,-73.71745796969125,Long Range FWVTOL,10.590063668852794,400.0
FP000341,DP1,08:06:35,29195,40.7251,-73.9422,40.68653151677608,-73.9110011442703,Heavy Quadcopter,8.62413468055485,200.0
FP000342,DP1,08:10:10,29410,40.7251,-73.9422,40.68655279516454,-74.01466044772015,Heavy Quadcopter,12.791695287279204,400.0
FP000350,DP1,08:12:39,29559,40.7251,-73.9422,40.69089106736924,-73.98479251672225,Heavy Quadcopter,8.966633240985535,400.0
FP000364,DP2,08:13:49,29629,40.6269,-73.8745,40.52716119700131,-73.82397550489068,Long Range FWVTOL,8.912266371578246,400.0
FP000333,DP1,08:14:30,29670,40.7251,-73.9422,40.650063084402866,-73.9422861230197,Heavy Quadcopter,14.303532832029557,400.0
FP000367,DP2,08:14:54,29694,40.6269,-73.8745,40.73451634390014,-73.80550751658133,Long Range FWVTOL,9.979264124954964,100.0
FP000349,DP1,08:14:59,29699,40.7251,-73.9422,40.73174374887702,-73.87124837100572,Heavy Quadcopter,10.327177509776252,200.0
FP000328,DP1,08:16:35,29795,40.7251,-73.9422,40.745868574572555,-74.02806455460336,Heavy Quadcopter,13.018681766503908,400.0
FP000330,DP1,08:24:15,30255,40.7251,-73.9422,40.694717728852574,-73.87825331851785,Heavy Quadcopter,10.904906721686409,200.0
FP000360,DP2,08:25:51,30351,40.6269,-73.8745,40.62326201027093,-74.01375390231145,Long Range FWVTOL,8.819514066955637,400.0
FP000332,DP1,08:28:01,30481,40.7251,-73.9422,40.68503077006385,-73.87889318555494,Heavy Quadcopter,11.917506926791903,200.0
FP000345,DP1,08:28:53,30533,40.7251,-73.9422,40.70328742658389,-73.85502409688158,Heavy Quadcopter,13.264120072857951,200.0
FP000346,DP1,08:28:56,30536,40.7251,-73.9422,40.754891818144294,-73.97957957389293,Heavy Quadcopter,7.835548048448125,400.0
FP000369,DP2,08:29:13,30553,40.6269,-73.8745,40.59770101072715,-73.98094140227899,Long Range FWVTOL,7.165140428386844,400.0
FP000329,DP1,08:30:28,30628,40.7251,-73.9422,40.64566823330504,-73.8879120273692,Heavy Quadcopter,17.05392190161814,400.0
FP000353,DP2,08:32:24,30744,40.6269,-73.8745,40.601746736410625,-73.9731542585233,Long Range FWVTOL,6.588348179312328,400.0
FP000357,DP2,08:33:35,30815,40.6269,-73.8745,40.69411706918319,-73.78610856115979,Long Range FWVTOL,7.917871638178565,200.0
FP000355,DP2,08:34:40,30880,40.6269,-73.8745,40.57568289138837,-74.01819164081815,Long Range FWVTOL,10.051141857692722,400.0
FP000371,DP2,08:36:28,30988,40.6269,-73.8745,40.67209149706192,-73.97919981933299,Long Range FWVTOL,7.6217258424334995,400.0
FP000347,DP1,08:37:55,31075,40.7251,-73.9422,40.704662148042296,-73.94730931210171,Light Quadcopter,3.469536053901544,200.0
FP000368,DP2,08:38:14,31094,40.6269,-73.8745,40.71237262301971,-73.99139384234473,Long Range FWVTOL,10.270418706083962,400.0
FP000365,DP2,08:39:09,31149,40.6269,-73.8745,40.72432308897798,-73.76596307269841,Long Range FWVTOL,10.636570894175568,200.0
FP000348,DP1,08:40:06,31206,40.7251,-73.9422,40.72527760699557,-73.88682862279272,Heavy Quadcopter,7.999065563843884,100.0
FP000370,DP2,08:40:06,31206,40.6269,-73.8745,40.57178803028085,-73.89258016607444,Long Range FWVTOL,4.736569114358368,400.0
FP000359,DP2,08:40:22,31222,40.6269,-73.8745,40.73534737006065,-73.89234675326743,Long Range FWVTOL,9.114255246673475,50.0
FP000363,DP2,08:41:53,31313,40.6269,-73.8745,40.623345660148715,-73.95324157226352,Long Range FWVTOL,4.992875200087926,400.0
FP000343,DP1,08:43:18,31398,40.7251,-73.9422,40.7130759889923,-73.93901437930236,Light Quadcopter,2.0455462701128275,200.0
FP000340,DP1,08:43:20,31400,40.7251,-73.9422,40.76620879149441,-73.96146121860174,Heavy Quadcopter,8.315213962278001,400.0
FP000374,DP3,08:43:20,31400,40.7246,-73.746,40.770429695690424,-73.70298525338305,Long Range FWVTOL,4.689742541596717,200.0
FP000331,DP1,08:43:28,31408,40.7251,-73.9422,40.7371571102066,-73.98487517257622,Heavy Quadcopter,6.578858636932839,400.0
FP000366,DP2,08:44:18,31458,40.6269,-73.8745,40.69873739994989,-73.80340251497468,Long Range FWVTOL,7.491382972656886,200.0
FP000373,DP2,08:44:53,31493,40.6269,-73.8745,40.58238896714195,-73.80866790908617,Long Range FWVTOL,5.581521336434616,400.0
FP000361,DP2,08:46:22,31582,40.6269,-73.8745,40.67099663572347,-73.88835356370053,Heavy Quadcopter,8.641184801340339,400.0
FP000352,DP2,08:49:37,31777,40.6269,-73.8745,40.591401212105964,-73.96640634260235,Long Range FWVTOL,6.528561952100668,400.0
FP000338,DP1,08:49:45,31785,40.7251,-73.9422,40.65510426074763,-73.90351021498408,Heavy Quadcopter,14.467066756165446,400.0
FP000337,DP1,08:50:41,31841,40.7251,-73.9422,40.72197413181043,-73.92419994303566,Light Quadcopter,2.33429119335443,100.0
FP000362,DP2,08:52:05,31925,40.6269,-73.8745,40.57905714800412,-74.0145590926127,Long Range FWVTOL,9.724414032942526,400.0
FP000339,DP1,08:53:36,32016,40.7251,-73.9422,40.657916005328545,-73.96553044397997,Heavy Quadcopter,13.243102758137383,400.0
FP000358,DP2,08:54:00,32040,40.6269,-73.8745,40.5854212966683,-74.01762612078578,Long Range FWVTOL,9.69973722889667,400.0
FP000344,DP1,08:55:04,32104,40.7251,-73.9422,40.73710593141737,-73.98651195773753,Heavy Quadcopter,6.797605130234475,400.0
FP000335,DP1,08:56:16,32176,40.7251,-73.9422,40.66646679970087,-73.92763346272012,Heavy Quadcopter,11.373194009056615,400.0
FP000334,DP1,08:57:15,32235,40.7251,-73.9422,40.645131909790415,-73.94534951794014,Heavy Quadcopter,15.250304012974267,400.0
FP000395,DP2,09:00:55,32455,40.6269,-73.8745,40.65760188586812,-74.03159601647594,Long Range FWVTOL,10.265517518716013,400.0
FP000380,DP1,09:02:05,32525,40.7251,-73.9422,40.695341007208775,-73.99867194999806,Heavy Quadcopter,9.937889409568257,400.0
FP000384,DP1,09:06:44,32804,40.7251,-73.9422,40.67165312091934,-74.01223285812033,Heavy Quadcopter,14.360790362012413,400.0
FP000391,DP2,09:06:59,32819,40.6269,-73.8745,40.715288958560215,-73.97465007676806,Long Range FWVTOL,9.71934193253764,400.0
FP000389,DP2,09:07:59,32879,40.6269,-73.8745,40.6911925818452,-73.86328310054088,Long Range FWVTOL,5.408512694088359,200.0
FP000379,DP1,09:08:12,32892,40.7251,-73.9422,40.712009896693786,-73.9780442589727,Heavy Quadcopter,5.748404978501903,400.0
FP000407,DP2,09:11:20,33080,40.6269,-73.8745,40.569219573931335,-73.77345176000928,Long Range FWVTOL,8.005076573571925,400.0
FP000377,DP1,09:11:24,33084,40.7251,-73.9422,40.66193607740608,-73.86117152667573,Heavy Quadcopter,16.79632223481593,50.0
FP000382,DP1,09:16:26,33386,40.7251,-73.9422,40.6740808863086,-74.00798308940828,Heavy Quadcopter,13.599947306193542,400.0
FP000410,DP2,09:16:35,33395,40.6269,-73.8745,40.67283565488768,-73.89191570532387,Heavy Quadcopter,9.111306296425902,400.0
FP000394,DP2,09:19:03,33543,40.6269,-73.8745,40.539807799917,-73.93338096419842,Long Range FWVTOL,8.164622859484172,400.0
FP000402,DP2,09:19:20,33560,40.6269,-73.8745,40.53316098580003,-73.88819053369625,Long Range FWVTOL,7.865423933049957,400.0
FP000385,DP1,09:19:43,33583,40.7251,-73.9422,40.64972005163485,-73.9272197353289,Heavy Quadcopter,14.531146887151065,400.0
FP000376,DP1,09:20:03,33603,40.7251,-73.9422,40.79934144617905,-73.952350664776,Heavy Quadcopter,14.227578583185736,400.0
FP000375,DP1,09:20:10,33610,40.7251,-73.9422,40.69957940255186,-73.84159940573244,Heavy Quadcopter,15.32810101508691,200.0
FP000398,DP2,09:20:47,33647,40.6269,-73.8745,40.521734941507745,-73.84574738914223,Long Range FWVTOL,8.957484814903298,400.0
FP000411,DP3,09:22:12,33732,40.7246,-73.746,40.869916866836704,-73.54671419500819,Long Range FWVTOL,17.46887934706269,200.0
FP000399,DP2,09:22:21,33741,40.6269,-73.8745,40.71118457708461,-73.83913346432374,Long Range FWVTOL,7.376426395206615,200.0
FP000381,DP1,09:22:35,33755,40.7251,-73.9422,40.66691401293058,-73.97328475223847,Heavy Quadcopter,11.966695428043181,400.0
FP000404,DP2,09:27:11,34031,40.6269,-73.8745,40.671290006732896,-73.88066468658998,Heavy Quadcopter,8.50845891594519,400.0
FP000403,DP2,09:29:18,34158,40.6269,-73.8745,40.561314900824954,-74.00723311700456,Long Range FWVTOL,10.0283322394862,400.0
FP000396,DP2,09:29:27,34167,40.6269,-73.8745,40.59992311246382,-73.7317442721974,Long Range FWVTOL,9.313341949088457,400.0
FP000405,DP2,09:35:44,34544,40.6269,-73.8745,40.632643767231144,-73.8544309044885,Light Quadcopter,2.715066915885311,50.0
FP000387,DP1,09:35:49,34549,40.7251,-73.9422,40.707799721918036,-73.86042254233534,Heavy Quadcopter,12.266784742506317,200.0
FP000378,DP1,09:39:27,34767,40.7251,-73.9422,40.70549246626749,-74.04468937072316,Heavy Quadcopter,15.272307002061593,400.0
FP000406,DP2,09:39:27,34767,40.6269,-73.8745,40.7146118232456,-74.0010202195762,Long Range FWVTOL,10.842131055227359,400.0
FP000397,DP2,09:42:38,34958,40.6269,-73.8745,40.69913488695703,-73.90432707809939,Long Range FWVTOL,6.312706969797017,200.0
FP000401,DP2,09:44:31,35071,40.6269,-73.8745,40.54440858719712,-74.00095165417981,Long Range FWVTOL,10.557746358879955,400.0
