FlightPlanID,DronePortID,ETD,OriginLat,OriginLon,DestinationLat,DestinationLon,DroneModel,EstimatedFlightTime,Ceiling
FP000191,DP1,2025-05-15 05:03:04,40.7251,-73.9422,40.719365586580636,-74.0457815496158,Heavy Quadcopter,15.004009110313794,400.0
FP000192,DP1,2025-05-15 05:06:33,40.7251,-73.9422,40.717916210350815,-73.91507408008654,Light Quadcopter,3.6323104596145415,100.0
FP000193,DP1,2025-05-15 05:30:57,40.7251,-73.9422,40.691821359459965,-73.89582473865192,Heavy Quadcopter,9.227432229419472,200.0
FP000194,DP1,2025-05-15 05:56:08,40.7251,-73.9422,40.686796983533064,-73.9118223540801,Heavy Quadcopter,8.519285364115527,200.0
FP000195,DP1,2025-05-15 05:27:16,40.7251,-73.9422,40.72853073060226,-74.04116325208574,Heavy Quadcopter,14.310911404115515,400.0
FP000196,DP1,2025-05-15 05:29:51,40.7251,-73.9422,40.682901052120926,-73.95792749629356,Heavy Quadcopter,8.358861381897544,400.0
FP000197,DP1,2025-05-15 05:05:41,40.7251,-73.9422,40.72503069403451,-73.91952518476876,Light Quadcopter,2.8661980401613203,100.0
FP000198,DP1,2025-05-15 05:48:26,40.7251,-73.9422,40.686676229251916,-74.0084172744173,Heavy Quadcopter,12.050040689640262,400.0
FP000199,DP1,2025-05-15 05:58:20,40.7251,-73.9422,40.67789940178659,-73.96100369383484,Heavy Quadcopter,9.398764157228818,400.0
FP000200,DP2,2025-05-15 05:36:56,40.6269,-73.8745,40.63016452540264,-73.87169352555316,Light Quadcopter,0.6501455297156575,200.0
FP000201,DP2,2025-05-15 05:35:55,40.6269,-73.8745,40.53515421495905,-73.79444388356607,Long Range FWVTOL,9.178930919653956,400.0
FP000202,DP2,2025-05-15 05:20:41,40.6269,-73.8745,40.611859004135795,-73.86806093514417,Light Quadcopter,2.6378520485750374,300.0
FP000203,DP2,2025-05-15 05:37:03,40.6269,-73.8745,40.61605939058509,-73.92254513576214,Heavy Quadcopter,7.252083825612002,400.0
FP000204,DP2,2025-05-15 05:04:19,40.6269,-73.8745,40.52371302074198,-73.89665326718146,Long Range FWVTOL,8.719065322631842,400.0
FP000205,DP2,2025-05-15 05:18:40,40.6269,-73.8745,40.59382160827213,-73.83910555556999,Heavy Quadcopter,8.123554340237215,400.0
FP000206,DP2,2025-05-15 05:33:06,40.6269,-73.8745,40.602316628739445,-74.0453590702945,Long Range FWVTOL,11.009067025662171,400.0
FP000207,DP2,2025-05-15 05:53:38,40.6269,-73.8745,40.72297263539608,-73.97715404498358,Long Range FWVTOL,10.312613370929412,400.0
FP000208,DP2,2025-05-15 05:22:55,40.6269,-73.8745,40.57491790758947,-74.0150698935758,Long Range FWVTOL,9.900383332339437,400.0
FP000209,DP2,2025-05-15 05:43:23,40.6269,-73.8745,40.538314838879685,-73.8816755942648,Long Range FWVTOL,7.401631635434092,400.0
FP000210,DP2,2025-05-15 05:44:33,40.6269,-73.8745,40.58087018403388,-73.90077598406928,Heavy Quadcopter,9.562820017659515,400.0
FP000211,DP2,2025-05-15 05:39:39,40.6269,-73.8745,40.709503369539675,-73.90139599319109,Long Range FWVTOL,7.0957847888813825,200.0
FP000212,DP2,2025-05-15 05:34:46,40.6269,-73.8745,40.55312928640489,-73.75808607858643,Long Range FWVTOL,9.602229171092105,400.0
FP000213,DP2,2025-05-15 05:09:24,40.6269,-73.8745,40.564286937711074,-73.7437700690377,Long Range FWVTOL,9.787649386520407,400.0
FP000214,DP2,2025-05-15 05:50:30,40.6269,-73.8745,40.56232550569494,-73.78136325352831,Long Range FWVTOL,7.9866521293933275,400.0
FP000215,DP2,2025-05-15 05:22:13,40.6269,-73.8745,40.59187099708576,-73.84944439253893,Heavy Quadcopter,7.598161988776342,400.0
FP000216,DP2,2025-05-15 05:38:30,40.6269,-73.8745,40.66745538004677,-73.99630393541645,Long Range FWVTOL,8.416666052536476,400.0
FP000217,DP2,2025-05-15 05:21:28,40.6269,-73.8745,40.509909489786295,-73.87784236517884,Long Range FWVTOL,9.758860745203283,400.0
FP000218,DP2,2025-05-15 05:53:24,40.6269,-73.8745,40.537777104268976,-73.82426243220954,Long Range FWVTOL,8.0849670322336,400.0
FP000219,DP2,2025-05-15 05:28:50,40.6269,-73.8745,40.675817629152306,-74.00441166616356,Long Range FWVTOL,9.176413891491245,400.0
FP000220,DP2,2025-05-15 05:19:37,40.6269,-73.8745,40.68301639296178,-73.86998887704658,Long Range FWVTOL,4.68858869016696,400.0
FP000221,DP2,2025-05-15 05:04:56,40.6269,-73.8745,40.532535320853334,-73.86664647688772,Long Range FWVTOL,7.885360971339831,400.0
FP000222,DP2,2025-05-15 05:44:17,40.6269,-73.8745,40.55926344956229,-73.97812858042757,Long Range FWVTOL,8.653483978003324,400.0
FP000223,DP3,2025-05-15 05:38:14,40.7246,-73.746,40.72599866802228,-73.83700211229184,Long Range FWVTOL,5.752652406363247,200.0
FP000224,DP1,2025-05-15 06:33:34,40.7251,-73.9422,40.72707821849335,-74.02713545402518,Heavy Quadcopter,12.27547130655702,400.0
FP000225,DP1,2025-05-15 06:17:58,40.7251,-73.9422,40.649015040541336,-73.99659373106589,Heavy Quadcopter,16.497303202671425,400.0
FP000226,DP1,2025-05-15 06:58:51,40.7251,-73.9422,40.72048382649725,-73.84239164927878,Heavy Quadcopter,14.445738412408797,200.0
FP000227,DP1,2025-05-15 06:09:57,40.7251,-73.9422,40.6640017058527,-73.93213110261499,Heavy Quadcopter,11.737112172397284,400.0
FP000228,DP1,2025-05-15 06:41:32,40.7251,-73.9422,40.785694100745886,-73.94464059628145,Heavy Quadcopter,11.555814732835342,300.0
FP000229,DP1,2025-05-15 06:20:14,40.7251,-73.9422,40.65742928144283,-74.0119755271709,Heavy Quadcopter,16.373777474776393,400.0
FP000230,DP1,2025-05-15 06:19:24,40.7251,-73.9422,40.79564470716028,-73.93012986987968,Heavy Quadcopter,13.559680999619953,100.0
FP000231,DP1,2025-05-15 06:51:48,40.7251,-73.9422,40.74283156581332,-74.04732634170327,Heavy Quadcopter,15.556265245964545,400.0
FP000232,DP1,2025-05-15 06:53:32,40.7251,-73.9422,40.67141805786246,-74.00408738322474,Heavy Quadcopter,13.590613210732762,400.0
FP000233,DP1,2025-05-15 06:45:38,40.7251,-73.9422,40.74284022257865,-73.88481669268005,Heavy Quadcopter,8.951841168036818,50.0
FP000234,DP1,2025-05-15 06:54:11,40.7251,-73.9422,40.71762047889082,-73.8550458772616,Heavy Quadcopter,12.671543665719588,200.0
FP000235,DP1,2025-05-15 06:17:32,40.7251,-73.9422,40.73334438883412,-73.88377457634142,Heavy Quadcopter,8.584743524626177,50.0
FP000236,DP1,2025-05-15 06:58:52,40.7251,-73.9422,40.7374342798116,-73.88458990477625,Heavy Quadcopter,8.647407272509138,50.0
FP000237,DP1,2025-05-15 06:50:40,40.7251,-73.9422,40.75937605425404,-73.9607006523147,Heavy Quadcopter,7.058925663339506,400.0
FP000238,DP1,2025-05-15 06:36:19,40.7251,-73.9422,40.763206049252375,-73.986292289796,Heavy Quadcopter,9.659768936306437,400.0
FP000239,DP1,2025-05-15 06:27:45,40.7251,-73.9422,40.66755608665557,-73.95192084792852,Heavy Quadcopter,11.058615379524648,400.0
FP000240,DP1,2025-05-15 06:30:55,40.7251,-73.9422,40.710605820795806,-73.83811233390554,Heavy Quadcopter,15.289941431421338,200.0
FP000241,DP1,2025-05-15 06:35:47,40.7251,-73.9422,40.706950022465946,-73.83806662710249,Heavy Quadcopter,15.437931848292115,200.0
FP000242,DP1,2025-05-15 06:06:26,40.7251,-73.9422,40.720757203657385,-73.98970179550633,Heavy Quadcopter,6.912131530032947,400.0
FP000243,DP1,2025-05-15 06:17:37,40.7251,-73.9422,40.78755981685489,-73.96605657840448,Heavy Quadcopter,12.39439159770231,400.0
FP000244,DP1,2025-05-15 06:02:32,40.7251,-73.9422,40.74107072249193,-73.87036580374756,Heavy Quadcopter,10.813382911111932,50.0
FP000245,DP1,2025-05-15 06:43:34,40.7251,-73.9422,40.651926736656456,-73.94616346692838,Heavy Quadcopter,13.9600379256907,400.0
FP000246,DP1,2025-05-15 06:47:36,40.7251,-73.9422,40.64520554319764,-73.93080736636058,Heavy Quadcopter,15.318246477340093,400.0
FP000247,DP1,2025-05-15 06:23:33,40.7251,-73.9422,40.72337470135804,-74.0029970223412,Heavy Quadcopter,8.789067757325846,400.0
FP000248,DP1,2025-05-15 06:33:22,40.7251,-73.9422,40.73169303878933,-73.92484400535665,Light Quadcopter,2.4539356381323483,100.0
FP000249,DP1,2025-05-15 06:59:57,40.7251,-73.9422,40.74521339353463,-74.02919988527215,Heavy Quadcopter,13.138066864290147,400.0
FP000250,DP1,2025-05-15 06:56:31,40.7251,-73.9422,40.646617379665535,-73.96143270522401,Heavy Quadcopter,15.216453584460725,400.0
FP000251,DP1,2025-05-15 06:32:46,40.7251,-73.9422,40.69492794158893,-73.90369025158992,Heavy Quadcopter,8.00257925441555,200.0
FP000252,DP1,2025-05-15 06:25:56,40.7251,-73.9422,40.734517136241095,-74.05950732358306,Heavy Quadcopter,17.039950283194546,400.0
FP000253,DP2,2025-05-15 06:23:14,40.6269,-73.8745,40.59678654214478,-73.89437972765039,Heavy Quadcopter,6.4207260938614,400.0
FP000254,DP2,2025-05-15 06:39:41,40.6269,-73.8745,40.64018570840095,-73.70114426654058,Long Range FWVTOL,11.027235948073542,400.0
FP000255,DP2,2025-05-15 06:06:07,40.6269,-73.8745,40.55178969753488,-73.78387835437427,Long Range FWVTOL,8.495525371539145,400.0
FP000256,DP2,2025-05-15 06:01:03,40.6269,-73.8745,40.49512773540645,-73.90980084279714,Long Range FWVTOL,11.214590849273286,400.0
FP000257,DP2,2025-05-15 06:12:49,40.6269,-73.8745,40.55245055728774,-73.75118801578569,Long Range FWVTOL,9.976738121054737,400.0
FP000258,DP2,2025-05-15 06:41:00,40.6269,-73.8745,40.599141164135375,-73.78001216948522,Long Range FWVTOL,6.414163454081206,400.0
FP000259,DP2,2025-05-15 06:20:33,40.6269,-73.8745,40.733230912156586,-73.90310816533248,Long Range FWVTOL,9.050293032418002,100.0
FP000260,DP2,2025-05-15 06:28:40,40.6269,-73.8745,40.67814976558823,-73.96938206052705,Long Range FWVTOL,7.3692787779652,400.0
FP000261,DP2,2025-05-15 06:03:30,40.6269,-73.8745,40.64859116790277,-74.01021627756629,Long Range FWVTOL,8.777179836417266,400.0
FP000262,DP2,2025-05-15 06:23:51,40.6269,-73.8745,40.74955666932549,-73.88851981285426,Long Range FWVTOL,10.267447400500627,50.0
FP000263,DP2,2025-05-15 06:32:16,40.6269,-73.8745,40.629224024514976,-74.02892403524399,Long Range FWVTOL,9.775996352050534,400.0
FP000264,DP2,2025-05-15 06:28:59,40.6269,-73.8745,40.601281769876586,-73.72409592583867,Long Range FWVTOL,9.758374171319954,300.0
FP000265,DP2,2025-05-15 06:03:57,40.6269,-73.8745,40.71706492605149,-73.95452709449395,Long Range FWVTOL,9.064446207413573,300.0
FP000266,DP2,2025-05-15 06:58:42,40.6269,-73.8745,40.62351540416229,-73.88818421486516,Light Quadcopter,1.821987012930036,400.0
FP000267,DP2,2025-05-15 06:09:35,40.6269,-73.8745,40.708021285117646,-73.74358134851245,Long Range FWVTOL,10.693467494194898,200.0
FP000268,DP2,2025-05-15 06:12:20,40.6269,-73.8745,40.62704069522111,-73.91084626476112,Light Quadcopter,4.60111776170986,400.0
FP000269,DP2,2025-05-15 06:09:12,40.6269,-73.8745,40.512789514905045,-73.79097399221914,Long Range FWVTOL,10.888485069619282,400.0
FP000270,DP2,2025-05-15 06:12:28,40.6269,-73.8745,40.62942900690677,-73.93959127083575,Heavy Quadcopter,9.429163906560536,400.0
FP000271,DP2,2025-05-15 06:35:03,40.6269,-73.8745,40.747097370313114,-73.82162276605463,Long Range FWVTOL,10.567020165523118,100.0
FP000272,DP2,2025-05-15 06:46:46,40.6269,-73.8745,40.687095538752565,-73.94283040971126,Long Range FWVTOL,6.6249249058856945,200.0
FP000273,DP2,2025-05-15 06:04:18,40.6269,-73.8745,40.73279010325732,-73.91039463378382,Long Range FWVTOL,9.117956714202409,100.0
FP000274,DP2,2025-05-15 06:54:19,40.6269,-73.8745,40.55115443870364,-73.8908356059043,Long Range FWVTOL,6.4010471095715875,400.0
FP000275,DP2,2025-05-15 06:23:58,40.6269,-73.8745,40.572163723583564,-73.83991218177043,Long Range FWVTOL,5.063006154089096,400.0
FP000276,DP3,2025-05-15 06:32:49,40.7246,-73.746,40.66072487312294,-74.08228340715378,Long Range FWVTOL,21.921103752188948,400.0
FP000277,DP1,2025-05-15 07:52:33,40.7251,-73.9422,40.73955474633232,-73.88757846699625,Heavy Quadcopter,8.357113577556273,50.0
FP000278,DP1,2025-05-15 07:07:59,40.7251,-73.9422,40.6709808183056,-73.87363590051457,Heavy Quadcopter,14.30417351262142,400.0
FP000279,DP1,2025-05-15 07:21:47,40.7251,-73.9422,40.7123458293959,-74.0562196221368,Heavy Quadcopter,16.651406332744717,400.0
FP000280,DP1,2025-05-15 07:54:36,40.7251,-73.9422,40.65228678770046,-73.8924906103996,Heavy Quadcopter,15.629097433538808,400.0
FP000281,DP1,2025-05-15 07:29:10,40.7251,-73.9422,40.74962033705085,-73.83983308274817,Heavy Quadcopter,15.506515470704132,100.0
FP000282,DP1,2025-05-15 07:49:52,40.7251,-73.9422,40.72956325233878,-73.95271521650052,Light Quadcopter,1.523394435418649,300.0
FP000283,DP1,2025-05-15 07:39:21,40.7251,-73.9422,40.67657678400625,-74.03799930764954,Heavy Quadcopter,16.649860604098375,400.0
FP000284,DP1,2025-05-15 07:35:22,40.7251,-73.9422,40.66772488034401,-73.9038381664239,Heavy Quadcopter,12.261823594091991,400.0
FP000285,DP1,2025-05-15 07:45:37,40.7251,-73.9422,40.76835613684722,-73.97842662518111,Heavy Quadcopter,9.765137745505404,400.0
FP000286,DP1,2025-05-15 07:56:03,40.7251,-73.9422,40.73747328450626,-73.86372854641876,Heavy Quadcopter,11.577799096172624,50.0
FP000287,DP1,2025-05-15 07:05:59,40.7251,-73.9422,40.749559056854004,-73.88402033926086,Heavy Quadcopter,9.609926764870607,50.0
FP000288,DP1,2025-05-15 07:59:40,40.7251,-73.9422,40.725479420298065,-73.93196183887511,Light Quadcopter,1.295680873358636,100.0
FP000289,DP1,2025-05-15 07:00:55,40.7251,-73.9422,40.675009369378806,-74.006066590367,Heavy Quadcopter,13.27994157340692,400.0
FP000290,DP1,2025-05-15 07:12:57,40.7251,-73.9422,40.719902008284556,-73.84717601921956,Heavy Quadcopter,13.763506839620083,200.0
FP000291,DP1,2025-05-15 07:41:50,40.7251,-73.9422,40.737996188973334,-73.88290779560754,Heavy Quadcopter,8.910395183720935,50.0
FP000292,DP1,2025-05-15 07:09:24,40.7251,-73.9422,40.66592868195233,-73.93842963988338,Heavy Quadcopter,11.292384182967696,400.0
FP000293,DP1,2025-05-15 07:09:09,40.7251,-73.9422,40.64543892051329,-73.97956182803962,Heavy Quadcopter,16.11675395238163,400.0
FP000294,DP1,2025-05-15 07:15:23,40.7251,-73.9422,40.66466982088132,-73.87188474081,Heavy Quadcopter,15.361204965767053,200.0
FP000295,DP1,2025-05-15 07:54:09,40.7251,-73.9422,40.746365381251586,-74.05430520626257,Heavy Quadcopter,16.691926086581816,400.0
FP000296,DP1,2025-05-15 07:40:18,40.7251,-73.9422,40.773948490292526,-73.96765176362133,Heavy Quadcopter,10.010631474073817,400.0
FP000297,DP1,2025-05-15 07:12:14,40.7251,-73.9422,40.66301058779216,-73.87846328069706,Heavy Quadcopter,14.997835074716164,200.0
FP000298,DP1,2025-05-15 07:48:22,40.7251,-73.9422,40.71889485406087,-73.99945325943241,Heavy Quadcopter,8.35539515938523,400.0
FP000299,DP1,2025-05-15 07:31:04,40.7251,-73.9422,40.69341362976042,-74.0280361837916,Heavy Quadcopter,13.795468092155923,400.0
FP000300,DP1,2025-05-15 07:57:34,40.7251,-73.9422,40.69579391692178,-73.95762462995275,Heavy Quadcopter,6.014508253645053,400.0
FP000301,DP1,2025-05-15 07:17:32,40.7251,-73.9422,40.635983301900836,-73.95269049263912,Heavy Quadcopter,17.05496822108641,400.0
FP000302,DP1,2025-05-15 07:14:16,40.7251,-73.9422,40.73065781660334,-73.99729608841875,Heavy Quadcopter,8.029105890033852,400.0
FP000303,DP1,2025-05-15 07:58:04,40.7251,-73.9422,40.706554887589185,-74.04695383959819,Heavy Quadcopter,15.542312150020718,400.0
FP000304,DP2,2025-05-15 07:44:05,40.6269,-73.8745,40.73844799465314,-73.84572706915999,Long Range FWVTOL,9.478975178043132,100.0
FP000305,DP2,2025-05-15 07:32:23,40.6269,-73.8745,40.63488570729399,-73.7080856233857,Long Range FWVTOL,10.553575775019443,400.0
FP000306,DP2,2025-05-15 07:52:09,40.6269,-73.8745,40.56296375406669,-73.98810387174169,Long Range FWVTOL,8.954550992127263,400.0
FP000307,DP2,2025-05-15 07:22:27,40.6269,-73.8745,40.68084102399021,-73.9945221239478,Long Range FWVTOL,8.826140276731497,400.0
FP000308,DP2,2025-05-15 07:31:04,40.6269,-73.8745,40.71135167874477,-73.7817393149644,Long Range FWVTOL,9.166862152042688,200.0
FP000309,DP2,2025-05-15 07:36:39,40.6269,-73.8745,40.71195477683089,-73.85821502539643,Long Range FWVTOL,7.167651161479652,200.0
FP000310,DP2,2025-05-15 07:03:23,40.6269,-73.8745,40.70599887172449,-73.98722481053676,Long Range FWVTOL,9.713952387152991,400.0
FP000311,DP2,2025-05-15 07:41:17,40.6269,-73.8745,40.50093956037503,-73.89365595559234,Long Range FWVTOL,10.574494424882431,400.0
FP000312,DP2,2025-05-15 07:22:35,40.6269,-73.8745,40.58158328291631,-73.93665642610642,Long Range FWVTOL,5.456276445892675,400.0
FP000313,DP2,2025-05-15 07:51:16,40.6269,-73.8745,40.68395238152043,-74.01822842129252,Long Range FWVTOL,10.262926459392983,400.0
FP000314,DP2,2025-05-15 07:23:49,40.6269,-73.8745,40.688885300723264,-73.89161339666936,Long Range FWVTOL,5.281502491757447,200.0
FP000315,DP2,2025-05-15 07:39:10,40.6269,-73.8745,40.517333073960074,-73.80727776248258,Long Range FWVTOL,10.080994254730715,400.0
FP000316,DP2,2025-05-15 07:21:46,40.6269,-73.8745,40.69483967923042,-73.79843580736258,Long Range FWVTOL,7.433578545631675,200.0
FP000317,DP2,2025-05-15 07:10:04,40.6269,-73.8745,40.58431400061909,-73.91289882627261,Heavy Quadcopter,9.837621972402795,400.0
FP000318,DP2,2025-05-15 07:52:02,40.6269,-73.8745,40.69604025380886,-73.93890722212686,Long Range FWVTOL,7.060380558560357,200.0
FP000319,DP2,2025-05-15 07:30:08,40.6269,-73.8745,40.670318174322404,-73.87083183057149,Heavy Quadcopter,8.293352562627767,400.0
FP000320,DP2,2025-05-15 07:53:20,40.6269,-73.8745,40.595504867798525,-73.75279892524523,Long Range FWVTOL,8.137569104033687,400.0
FP000321,DP2,2025-05-15 07:34:15,40.6269,-73.8745,40.586114582720846,-73.98820211539514,Long Range FWVTOL,7.962042340362125,400.0
FP000322,DP2,2025-05-15 07:08:06,40.6269,-73.8745,40.67760428067716,-74.01157723140889,Long Range FWVTOL,9.648900575580099,400.0
FP000323,DP2,2025-05-15 07:17:50,40.6269,-73.8745,40.72215824683852,-73.94098676621458,Long Range FWVTOL,8.988558301053239,100.0
FP000324,DP2,2025-05-15 07:00:04,40.6269,-73.8745,40.52161083925086,-73.8257273997474,Long Range FWVTOL,9.308376932093157,400.0
FP000325,DP2,2025-05-15 07:38:26,40.6269,-73.8745,40.49942780340799,-73.84802191359765,Long Range FWVTOL,10.762238939026496,400.0
FP000326,DP2,2025-05-15 07:40:28,40.6269,-73.8745,40.570686197707325,-73.77574458955,Long Range FWVTOL,7.8154806784303705,400.0
FP000327,DP3,2025-05-15 07:53:00,40.7246,-73.746,40.5432676368418,-73.69234362470861,Long Range FWVTOL,15.499012468837801,400.0
FP000328,DP1,2025-05-15 08:09:17,40.7251,-73.9422,40.64855179075446,-73.88990666314942,Heavy Quadcopter,16.43316336980522,400.0
FP000329,DP1,2025-05-15 08:26:10,40.7251,-73.9422,40.754399956364445,-73.99025609442151,Heavy Quadcopter,8.908832823974162,400.0
FP000330,DP1,2025-05-15 08:11:08,40.7251,-73.9422,40.747099717099196,-73.84802346410959,Heavy Quadcopter,14.234342897166465,100.0
FP000331,DP1,2025-05-15 08:41:53,40.7251,-73.9422,40.72696457680419,-74.00655415327147,Heavy Quadcopter,9.303326966395472,400.0
FP000332,DP1,2025-05-15 08:56:28,40.7251,-73.9422,40.72664482273534,-74.0572683796804,Heavy Quadcopter,16.625307622683938,400.0
FP000333,DP1,2025-05-15 08:20:00,40.7251,-73.9422,40.673348048937406,-73.84678077231588,Heavy Quadcopter,16.955041593937118,100.0
FP000334,DP1,2025-05-15 08:21:23,40.7251,-73.9422,40.75013353739964,-73.9724844402113,Heavy Quadcopter,6.473303759396651,400.0
FP000335,DP1,2025-05-15 08:32:01,40.7251,-73.9422,40.73465047681053,-73.92826819921194,Light Quadcopter,2.374499861867398,50.0
FP000336,DP1,2025-05-15 08:39:51,40.7251,-73.9422,40.726960287591496,-73.85432968818061,Heavy Quadcopter,12.698607659859242,200.0
FP000337,DP1,2025-05-15 08:43:28,40.7251,-73.9422,40.65936390513063,-73.91067400820377,Heavy Quadcopter,13.333341712059719,400.0
FP000338,DP1,2025-05-15 08:01:22,40.7251,-73.9422,40.68936561129656,-73.9527944017456,Heavy Quadcopter,6.981594960691155,400.0
FP000339,DP1,2025-05-15 08:29:30,40.7251,-73.9422,40.73229645052281,-73.92571017374901,Light Quadcopter,2.405177570398493,100.0
FP000340,DP1,2025-05-15 08:49:01,40.7251,-73.9422,40.66681711657642,-73.86039456611024,Heavy Quadcopter,16.22373274326671,400.0
FP000341,DP1,2025-05-15 08:09:39,40.7251,-73.9422,40.64590441911641,-73.89469536353891,Heavy Quadcopter,16.584560776158472,400.0
FP000342,DP1,2025-05-15 08:39:24,40.7251,-73.9422,40.71073129101752,-73.87922514680858,Heavy Quadcopter,9.50171830838804,200.0
FP000343,DP1,2025-05-15 08:00:11,40.7251,-73.9422,40.672972964251656,-73.96571985630484,Heavy Quadcopter,10.501734934084793,400.0
FP000344,DP1,2025-05-15 08:15:38,40.7251,-73.9422,40.6684632791679,-73.97171903149335,Heavy Quadcopter,11.60842725810892,400.0
FP000345,DP1,2025-05-15 08:05:04,40.7251,-73.9422,40.70438202417145,-74.05071047147304,Heavy Quadcopter,16.167726513824682,400.0
FP000346,DP1,2025-05-15 08:56:47,40.7251,-73.9422,40.73126910027332,-74.03437556744436,Heavy Quadcopter,13.366984575891953,400.0
FP000347,DP1,2025-05-15 08:58:03,40.7251,-73.9422,40.734337873231475,-73.98065999306553,Heavy Quadcopter,5.827980385876299,400.0
FP000348,DP1,2025-05-15 08:46:35,40.7251,-73.9422,40.68921576366886,-73.8661097082832,Heavy Quadcopter,12.949129129985272,200.0
FP000349,DP1,2025-05-15 08:41:16,40.7251,-73.9422,40.73531864004061,-74.05343841438918,Heavy Quadcopter,16.18601234399951,400.0
FP000350,DP1,2025-05-15 08:44:02,40.7251,-73.9422,40.686529336198014,-73.99300779624556,Heavy Quadcopter,10.390375489088976,400.0
FP000351,DP2,2025-05-15 08:15:14,40.6269,-73.8745,40.59671881137193,-73.8173346988686,Heavy Quadcopter,10.076100855228756,400.0
FP000352,DP2,2025-05-15 08:43:14,40.6269,-73.8745,40.532320411172805,-73.79104194666685,Long Range FWVTOL,9.495146717851872,400.0
FP000353,DP2,2025-05-15 08:19:27,40.6269,-73.8745,40.65495952472415,-73.91888223691173,Heavy Quadcopter,8.355832640049853,400.0
FP000354,DP2,2025-05-15 08:06:58,40.6269,-73.8745,40.514256514003456,-73.91223609277705,Long Range FWVTOL,9.69342566216243,400.0
FP000355,DP2,2025-05-15 08:55:16,40.6269,-73.8745,40.51218644476393,-73.83275730690433,Long Range FWVTOL,9.925417478583798,400.0
FP000356,DP2,2025-05-15 08:59:02,40.6269,-73.8745,40.748873150391816,-73.91910687818674,Long Range FWVTOL,10.555969191635368,50.0
FP000357,DP2,2025-05-15 08:32:30,40.6269,-73.8745,40.564318247050096,-73.79727147376111,Long Range FWVTOL,7.1522977382439406,400.0
FP000358,DP2,2025-05-15 08:00:28,40.6269,-73.8745,40.64155211266164,-74.00269239153415,Long Range FWVTOL,8.204530866903701,400.0
FP000359,DP2,2025-05-15 08:37:40,40.6269,-73.8745,40.519156967243134,-73.93697116864844,Long Range FWVTOL,9.818187877090336,400.0
FP000360,DP2,2025-05-15 08:54:05,40.6269,-73.8745,40.70524220290798,-73.96037568822575,Long Range FWVTOL,8.49680648579425,400.0
FP000361,DP2,2025-05-15 08:45:22,40.6269,-73.8745,40.561094371991956,-73.92180224367468,Long Range FWVTOL,6.252221166995657,400.0
FP000362,DP2,2025-05-15 08:40:11,40.6269,-73.8745,40.49918882039708,-73.9206991058396,Long Range FWVTOL,11.045493399973017,400.0
FP000363,DP2,2025-05-15 08:38:13,40.6269,-73.8745,40.655013642725244,-73.71893513331811,Long Range FWVTOL,10.119725401323517,200.0
FP000364,DP2,2025-05-15 08:46:43,40.6269,-73.8745,40.638509134631924,-73.94840845008375,Long Range FWVTOL,4.7767598863601695,400.0
FP000365,DP2,2025-05-15 08:02:02,40.6269,-73.8745,40.50354694497647,-73.88680188811793,Long Range FWVTOL,10.31665580761578,400.0
FP000366,DP2,2025-05-15 08:24:36,40.6269,-73.8745,40.70006584734606,-73.96235017961912,Long Range FWVTOL,8.253257565534131,400.0
FP000367,DP2,2025-05-15 08:27:25,40.6269,-73.8745,40.599575149026144,-73.74479589482087,Long Range FWVTOL,8.52161957385148,400.0
FP000368,DP2,2025-05-15 08:22:31,40.6269,-73.8745,40.705332350683804,-73.89528924597766,Long Range FWVTOL,6.6718502046050805,200.0
FP000369,DP2,2025-05-15 08:31:41,40.6269,-73.8745,40.686287853744815,-74.02639126886459,Long Range FWVTOL,10.8108717605822,400.0
FP000370,DP2,2025-05-15 08:01:12,40.6269,-73.8745,40.50650660096549,-73.81985450322239,Long Range FWVTOL,10.620421509785501,400.0
FP000371,DP2,2025-05-15 08:09:24,40.6269,-73.8745,40.58901625792845,-73.76518978644516,Long Range FWVTOL,7.607767398701754,400.0
FP000372,DP2,2025-05-15 08:47:51,40.6269,-73.8745,40.613354115390834,-73.86215581318041,Light Quadcopter,2.7471849539971185,300.0
FP000373,DP2,2025-05-15 08:24:52,40.6269,-73.8745,40.62276627713025,-74.03280630531634,Long Range FWVTOL,10.026211071393979,400.0
FP000374,DP3,2025-05-15 08:09:54,40.7246,-73.746,40.68523793584368,-73.52316983828274,Long Range FWVTOL,14.464910489881039,400.0
FP000375,DP1,2025-05-15 09:00:21,40.7251,-73.9422,40.74662351630501,-73.92046539853453,Light Quadcopter,4.520306205581408,50.0
FP000376,DP1,2025-05-15 09:53:29,40.7251,-73.9422,40.67725823672411,-73.95680373616038,Heavy Quadcopter,9.360600708795506,400.0
FP000377,DP1,2025-05-15 09:19:55,40.7251,-73.9422,40.74981000873555,-73.8698096318688,Heavy Quadcopter,11.467634152839706,50.0
FP000378,DP1,2025-05-15 09:28:45,40.7251,-73.9422,40.747452751784806,-74.02210246013586,Heavy Quadcopter,12.302288981677417,400.0
FP000379,DP1,2025-05-15 09:52:09,40.7251,-73.9422,40.76392750103433,-73.98153010582539,Heavy Quadcopter,9.329610917282663,400.0
FP000380,DP1,2025-05-15 09:14:20,40.7251,-73.9422,40.74311031030247,-73.9297341410679,Light Quadcopter,3.392072321424148,50.0
FP000381,DP1,2025-05-15 09:11:37,40.7251,-73.9422,40.79308766447843,-73.94226237755905,Heavy Quadcopter,12.959803182857684,300.0
